1000;0
1000;1
1000;2
1000;3
1000;4
1000;5
1000;6
1000;7
1000;8
1000;9
1000;10
1000;11
1000;12
1000;13
1000;14
1000;15
1000;16
1001;0
1001;2
1001;3
1001;10
1001;13
1001;14
1001;16
1001;17
1001;18
1001;19
1001;20
1001;21
1001;22
1001;23
1001;24
1001;25
1001;26
1002;13
1002;16
1002;27
1002;28
1002;29
1002;30
1002;31
1002;32
1002;33
1002;34
1002;35
1002;36
1002;37
1002;38
1002;39
1002;40
1002;41
1002;42
1003;10
1003;12
1003;13
1003;14
1003;16
1003;27
1003;28
1003;32
1003;33
1003;39
1003;43
1003;44
1003;45
1003;46
1003;47
1003;48
1003;49
1003;50
1003;51
1003;52
1003;53
1003;54
1003;55
1003;56
1003;57
1003;58
1003;59
1003;60
1003;61
1003;62
1003;63
1003;64
1003;65
1003;66
1003;67
1003;68
1003;69
1003;70
1003;71
1003;72
1003;73
1003;74
1003;75
1003;76
1003;77
1003;78
1003;79
1003;80
1004;10
1004;12
1004;13
1004;14
1004;16
1004;27
1004;28
1004;32
1004;33
1004;39
1004;43
1004;44
1004;45
1004;46
1004;47
1004;48
1004;49
1004;50
1004;51
1004;52
1004;53
1004;54
1004;55
1004;56
1004;57
1004;58
1004;59
1004;60
1004;61
1004;62
1004;63
1004;64
1004;65
1004;66
1004;67
1004;68
1004;69
1004;70
1004;71
1004;72
1004;73
1004;74
1004;75
1004;76
1004;77
1004;78
1004;79
1004;80
1005;0
1005;2
1005;3
1005;4
1005;6
1005;7
1005;10
1005;11
1005;16
1005;24
1005;25
1005;31
1005;43
1005;59
1005;63
1005;68
1005;75
1005;81
1005;82
1005;83
1005;84
1005;85
1005;86
1005;87
1005;88
1005;89
1006;0
1006;2
1006;3
1006;6
1006;7
1006;10
1006;11
1006;13
1006;14
1006;25
1006;70
1006;84
1006;90
1006;91
1006;92
1006;93
1006;94
1006;95
1006;96
1006;97
1006;98
1006;99
1006;100
1006;101
1006;102
1006;103
1006;104
1006;105
1006;106
1007;4
1007;6
1007;7
1007;10
1007;11
1007;13
1007;14
1007;16
1007;31
1007;33
1007;36
1007;55
1007;56
1007;68
1007;72
