1037;	Pleszew;	;	51.891423599999996;	17.81473519999999;	Stacjonarny Punkt Selektywnego Zbierania Odpadów Komunalnych (SPSZOK);	06:00–22:00;06:00–22:00;06:00–22:00;06:00–22:00;06:00–22:00;06:00–15:00;0;	62 741 23 03;	Polna 71;	True;	https://pkpleszew.pl/harmonogramwywozu/;	63-300
1038;	Trzcianka;	https://lh5.googleusercontent.com/p/AF1QipPwcOOCpbO0RZvL7aodCK-tnWOTE32MbXMzZvSn=s0;	53.0271014;	16.46343719999999;	PSZOK Punkt Selektywnej Zbiórki Odpadów Komunalnych w Trzciance;	09:00–17:00;09:00–17:00;09:00–17:00;09:00–17:00;09:00–17:00;09:00–14:00;0;	672163313;	;	True;	http://kombud.org.pl/pszok/;	64-980
1039;	Ostrzeszów;	;	51.439588199999996;	17.947401;	EKO-REGION Sp.z.o.o Sk³adowisko Odpadów Ostrzeszów;	13:00-18:00;10:30-15:30;13:00-18:00;10:30-15:30;10:30-15:30;0;0;	62 730 24 44;	Ceglarska 1a;	True;	https://eko-region.pl/pszok-i/oddzial-ostrzeszow/;	63-500
1040;	Olszowa;	https://lh5.googleusercontent.com/p/AF1QipOTno1rB6RUCBZDq6AiGpe5F5vs3dni3zOVqjJW=s0;	51.311481;	18.04287;	Zak³ad Zagospodarowania Odpadów Olszowa Sp. z o.o.;	07:00–18:00;07:00–18:00;07:00–18:00;07:00–18:00;07:00–18:00;09:00–14:00;0;	627821190;	Bursztynowa 55;	True;	https://www.zzo-olszowa.pl/pszok-olszowa/;	63-600
1041;	Bielawa;	https://lh5.googleusercontent.com/p/AF1QipO50m-U8UZpYWqAhiWWRwe5EPXRJqmriB5br6-B=s0;	51.1565011;	17.23996679999999;	PSZOK D³ugo³êka;	0;0;0;11:00–17:00;0;08:00–15:00;0;	713988036;	ul. Komunalna;	True;	https://zuk-kielczow.pl/punkt-selektywnej-zbiorki-odpadow-komunalnych/;	55-093
1042;	Milicz;	;	51.5569492;	17.270263;	PSZOK Milicz;	08:00–16:00;08:00–16:00;08:00–16:00;08:00–16:00;08:00–16:00;0;0;	667661131;	Stawiec 40b;	True;	;	56-300
1043;	Mienice;	;	51.2614387;	16.991630;	Punkt Selektywnej Zbiórki Odpadów;	10:00–18:00;10:00–18:00;10:00–18:00;10:00–18:00;10:00–18:00;10:00–15:00;0;	501397660;	Leœna 47;	True;	https://www.wiszniamala.pl/dla-mieszkancow/ochrona-srodowiska/gospodarka-odpadami/punkt-selektywnej-zbiorki-odpadow;	55-114
1044;	S³upca;	;	52.280035299999994;	17.88870;	S³upeckie Gospodarstwo Komunalne sp. z o.o.;	07:00–15:00;07:00–15:00;07:00–15:00;07:00–15:00;07:00–15:00;0;0;	632751829;	Wspólna 8;	True;	https://www.cylex-polska.pl/firmy/s%C5%82upeckie-gospodarstwo-komunalne-sp--z-o-o--w-s%C5%82upcy-10447468.html;	62-400
1045;	Wronki;	;	52.708943299999994;	16.38117309999999;	Punkt Selektywnej Zbiórki Odpadów Komunalnych (PSZOK);	08:00–16:00;07:00–15:00;07:00–15:00;07:00–15:00;07:00–15:00;08:00–14:00;0;	672545641;	Niepodleg³oœci;	True;	https://wronki.pl/pszok.html;	64-510
1046;	Rumianek;	https://lh5.googleusercontent.com/p/AF1QipPEmmJwoOyLDHp8bxRHT3pvN30ISIahgjqoKQw_=s0;	52.4699185;	16.625145;	PSZOK - Punkt selektywnego skladownia odpadów komunalnych;	07:00–18:00;07:00–18:00;07:00–18:00;07:00–18:00;07:00–18:00;0;0;	510911184;	Szkolna;	True;	;	62-080
1047;	Ryczywó³;	;	52.821220999999994;	16.831477;	PSZOK Gminy Ryczywó³;	;	;	;	True;	;	64-630
1048;	Bolechowo;	;	52.5436924;	16.989294;	PSZOK Bolechowo – Punkt Selektywnego Zbierania Odpadów Komunalnych;	08:00–17:00;0;08:00–17:00;0;08:00–17:00;08:00–14:00;0;	607414414;	Poligonowa 1a;	True;	;	62-005
1049;	Czarnków;	https://lh5.googleusercontent.com/p/AF1QipPsl4WRO-a5ODFDjgphWhujSGffOC7zJpqqtQ6_=s0;	52.9044737;	16.557440;	Wywóz i Gospodarka Odpadami - Us³ugi Pogrzebowe Miejski Zak³ad Komunalny;	07:00–15:00;07:00–15:00;07:00–15:00;07:00–15:00;07:00–15:00;0;0;	672552453;	Browarna 6;	True;	https://www.mzk.czarnkow.pl/nasze-uslugi/wywoz-odpadow-stalych-i-plynnych;	64-700
1050;	Miêdzychód;	;	52.610881899999995;	15.90616479999999;	Punkt Selektywnej Zbiórki Odpadów Komunalnych (PSZOK) Gmina Miêdzychód;	0;08:00–17:00;0;11:00–15:00;0;0;0;	957482041;	Boles³awa Chrobrego 24A;	True;	https://miedzychod.pl/strona/25;	64-400
1051;	Kostrzyn nad Odr¹;	;	52.594227499999995;	14.655163;	PSZOK Kostrzyn;	0;10:00–18:00;10:00–18:00;10:00–18:00;10:00–18:00;10:00–15:00;0;	;	Sportowa;	True;	;	66-470
1052;	Opalenica;	https://lh5.googleusercontent.com/p/AF1QipPvFUyrpuHO1642hi4fq43P9vD-BOWCeO1PoD3B=s0;	52.326202699999996;	16.40203;	LS-Plus Sp. z o.o. PW;	07:00–16:00;07:00–16:00;07:00–16:00;07:00–16:00;07:00–16:00;07:00–10:00;0;	614475171;	Przemys³owa;	True;	http://lsplus.pl/odpadykomunalne/;	64-330
